experimentID; Дата; температура платы, °С; позиция ЗИ (датч.), ед. ПНВ; позиция ОИ (датч.), ед. ПНВ; позиция ЗИ №2 (датч.), ед. ПНВ; уровень (датч.), мм; позиция ЗИ (комп.), ед. ПНВ; позиция ОИ (комп.), ед. ПНВ; позиция ЗИ №2 (комп.), ед. ПНВ; уровень (комп.), мм; 
7; 17.07.13 18:02:12; 41.1; 220.237; 303.978; 3525.29; 1815.109; 220.2378; 303.9785; 3525.291; 1815.109; 
7; 17.07.13 18:02:19; 41.1; 220.227; 303.965; 3525.29; 1815.034; 220.2277; 303.9654; 3525.29; 1815.035; 
7; 17.07.13 18:02:25; 41.1; 220.251; 303.977; 3525.309; 1814.765; 220.2513; 303.9771; 3525.309; 1814.767; 
7; 17.07.13 18:02:31; 41.2; 220.227; 303.959; 3525.274; 1814.901; 220.2278; 303.9592; 3525.274; 1814.903; 
7; 17.07.13 18:02:38; 41.2; 220.231; 303.954; 3525.284; 1814.71; 220.2318; 303.9549; 3525.285; 1814.71; 
7; 17.07.13 18:02:44; 41.2; 220.227; 303.95; 3525.284; 1814.696; 220.2279; 303.9505; 3525.284; 1814.696; 
7; 17.07.13 18:02:51; 41.3; 220.237; 303.94; 3525.292; 1814.248; 220.2379; 303.9407; 3525.293; 1814.249; 
7; 17.07.13 18:02:57; 41.3; 220.219; 303.933; 3525.284; 1814.482; 220.2198; 303.9332; 3525.285; 1814.483; 
7; 17.07.13 18:03:04; 41.3; 220.275; 303.973; 3525.326; 1814.135; 220.2756; 303.9733; 3525.326; 1814.135; 
7; 17.07.13 18:03:10; 41.4; 220.234; 303.968; 3525.3; 1814.941; 220.2347; 303.9684; 3525.301; 1814.942; 
7; 17.07.13 18:03:17; 41.4; 220.248; 303.986; 3525.302; 1815.039; 220.2486; 303.9863; 3525.302; 1815.04; 
7; 17.07.13 18:03:23; 41.4; 220.281; 303.99; 3525.335; 1814.383; 220.2817; 303.9904; 3525.336; 1814.384; 
7; 17.07.13 18:03:30; 41.4; 220.217; 303.953; 3525.251; 1815.012; 220.2175; 303.9534; 3525.251; 1815.012; 
7; 17.07.13 18:03:36; 41.5; 220.208; 303.959; 3525.26; 1815.327; 220.2087; 303.959; 3525.26; 1815.327; 
7; 17.07.13 18:03:44; 41.6; 220.227; 303.955; 3525.295; 1814.823; 220.2271; 303.9556; 3525.295; 1814.823; 
7; 17.07.13 18:03:51; 41.6; 220.278; 303.99; 3525.337; 1814.454; 220.2788; 303.9907; 3525.337; 1814.454; 
7; 17.07.13 18:03:57; 41.6; 220.219; 303.941; 3525.289; 1814.673; 220.2199; 303.9418; 3525.289; 1814.672; 
7; 17.07.13 18:04:04; 41.6; 220.203; 303.936; 3525.253; 1814.937; 220.2034; 303.9367; 3525.254; 1814.942; 
7; 17.07.13 18:04:10; 41.7; 220.193; 303.945; 3525.241; 1815.383; 220.1931; 303.9457; 3525.241; 1815.384; 
7; 17.07.13 18:04:17; 41.8; 220.186; 303.927; 3525.248; 1815.098; 220.1869; 303.9276; 3525.249; 1815.104; 
7; 17.07.13 18:04:23; 41.8; 220.196; 303.946; 3525.262; 1815.311; 220.1967; 303.9468; 3525.262; 1815.315; 
7; 17.07.13 18:04:30; 41.8; 220.198; 303.931; 3525.259; 1814.917; 220.1987; 303.9315; 3525.26; 1814.923; 
7; 17.07.13 18:04:38; 41.8; 220.204; 303.943; 3525.292; 1815.07; 220.204; 303.9439; 3525.292; 1815.07; 
7; 17.07.13 18:04:44; 41.8; 220.216; 303.949; 3525.295; 1814.918; 220.216; 303.949; 3525.295; 1814.918; 
7; 17.07.13 18:04:51; 41.8; 220.115; 303.837; 3525.201; 1814.66; 220.1159; 303.8382; 3525.201; 1814.674; 
7; 17.07.13 18:04:57; 41.9; 220.085; 303.808; 3525.16; 1814.696; 220.0858; 303.8088; 3525.16; 1814.695; 
7; 17.07.13 18:05:04; 41.9; 220.019; 303.787; 3525.088; 1815.726; 220.0196; 303.7879; 3525.088; 1815.726; 
7; 17.07.13 18:05:10; 41.9; 220.037; 303.769; 3525.11; 1814.914; 220.0371; 303.7697; 3525.111; 1814.913; 
7; 17.07.13 18:05:17; 42; 220.043; 303.811; 3525.108; 1815.722; 220.0438; 303.8118; 3525.108; 1815.721; 
7; 17.07.13 18:05:23; 42; 219.964; 303.726; 3525.031; 1815.574; 219.9649; 303.7263; 3525.031; 1815.572; 
7; 17.07.13 18:05:30; 42; 219.952; 303.691; 3525.029; 1815.06; 219.9523; 303.6915; 3525.029; 1815.06; 
7; 17.07.13 18:05:36; 42.1; 219.92; 303.685; 3525.004; 1815.639; 219.9207; 303.6855; 3525.004; 1815.638; 
7; 17.07.13 18:05:43; 42.1; 219.934; 303.683; 3525.024; 1815.272; 219.9346; 303.6834; 3525.024; 1815.272; 
7; 17.07.13 18:05:49; 42.1; 220.094; 303.845; 3525.167; 1815.349; 220.094; 303.8458; 3525.167; 1815.35; 
7; 17.07.13 18:05:55; 42.1; 220.121; 303.863; 3525.174; 1815.131; 220.1219; 303.8635; 3525.175; 1815.13; 
7; 17.07.13 18:06:02; 42.2; 220.146; 303.895; 3525.229; 1815.291; 220.1462; 303.8957; 3525.229; 1815.291; 
7; 17.07.13 18:06:08; 42.2; 220.166; 303.904; 3525.225; 1815.032; 220.1665; 303.904; 3525.225; 1815.032; 
7; 17.07.13 18:06:15; 42.2; 220.151; 303.904; 3525.213; 1815.377; 220.1518; 303.9048; 3525.213; 1815.383; 
7; 17.07.13 18:06:21; 42.2; 219.995; 303.753; 3525.068; 1815.496; 219.9956; 303.7539; 3525.068; 1815.497; 
7; 17.07.13 18:06:28; 42.2; 219.948; 303.698; 3525.032; 1815.304; 219.948; 303.6982; 3525.032; 1815.305; 
7; 17.07.13 18:06:34; 42.3; 219.936; 303.7; 3525.018; 1815.622; 219.9363; 303.7004; 3525.018; 1815.623; 
7; 17.07.13 18:06:41; 42.3; 219.935; 303.695; 3524.985; 1815.553; 219.9357; 303.6959; 3524.986; 1815.553; 
7; 17.07.13 18:06:47; 42.4; 219.933; 303.676; 3525.017; 1815.137; 219.9333; 303.6761; 3525.018; 1815.138; 
7; 17.07.13 18:06:54; 42.4; 219.896; 303.654; 3524.979; 1815.485; 219.8969; 303.655; 3524.979; 1815.486; 
7; 17.07.13 18:07:00; 42.4; 219.879; 303.64; 3524.967; 1815.548; 219.8794; 303.6404; 3524.968; 1815.549; 
7; 17.07.13 18:07:06; 42.4; 219.917; 303.679; 3525.002; 1815.576; 219.9175; 303.6797; 3525.002; 1815.578; 
7; 17.07.13 18:07:13; 42.5; 219.88; 303.664; 3524.971; 1816.056; 219.881; 303.6644; 3524.971; 1816.055; 
7; 17.07.13 18:07:19; 42.5; 220.045; 303.838; 3525.111; 1816.28; 220.0454; 303.8381; 3525.112; 1816.279; 
7; 17.07.13 18:07:26; 42.6; 220.089; 303.866; 3525.165; 1815.915; 220.0892; 303.8671; 3525.165; 1815.938; 
7; 17.07.13 18:07:32; 42.6; 220.094; 303.873; 3525.154; 1815.988; 220.0941; 303.8738; 3525.154; 1815.988; 
7; 17.07.13 18:07:39; 42.6; 220.094; 303.869; 3525.158; 1815.883; 220.0943; 303.8695; 3525.159; 1815.884; 
7; 17.07.13 18:07:45; 42.6; 220.117; 303.901; 3525.187; 1816.074; 220.1175; 303.9016; 3525.187; 1816.084; 
7; 17.07.13 18:07:52; 42.6; 219.946; 303.719; 3525.02; 1815.819; 219.9468; 303.7194; 3525.021; 1815.82; 
7; 17.07.13 18:07:58; 42.6; 219.935; 303.696; 3525.02; 1815.537; 219.9357; 303.6962; 3525.02; 1815.539; 
7; 17.07.13 18:08:05; 42.7; 219.9; 303.695; 3524.955; 1816.334; 219.9009; 303.6958; 3524.956; 1816.336; 
7; 17.07.13 18:08:11; 42.7; 219.898; 303.672; 3524.965; 1815.852; 219.8986; 303.6725; 3524.965; 1815.853; 
7; 17.07.13 18:08:17; 42.8; 219.885; 303.654; 3524.97; 1815.734; 219.8857; 303.6549; 3524.97; 1815.736; 
7; 17.07.13 18:08:24; 42.8; 219.872; 303.659; 3524.952; 1816.142; 219.8728; 303.6597; 3524.952; 1816.143; 
7; 17.07.13 18:08:30; 42.8; 219.793; 303.555; 3524.89; 1815.56; 219.7937; 303.5555; 3524.891; 1815.562; 
7; 17.07.13 18:08:37; 42.8; 219.771; 303.537; 3524.868; 1815.666; 219.7714; 303.5379; 3524.868; 1815.668; 
7; 17.07.13 18:08:43; 42.9; 219.739; 303.518; 3524.845; 1815.936; 219.7394; 303.518; 3524.845; 1815.938; 
7; 17.07.13 18:08:50; 42.9; 219.734; 303.5; 3524.851; 1815.639; 219.7348; 303.5006; 3524.852; 1815.642; 
7; 17.07.13 18:08:56; 42.9; 219.691; 303.494; 3524.802; 1816.493; 219.6915; 303.4948; 3524.802; 1816.495; 
7; 17.07.13 18:09:05; 42.9; 219.683; 303.479; 3524.766; 1816.348; 219.6832; 303.4794; 3524.767; 1816.349; 
7; 17.07.13 18:09:11; 42.9; 219.924; 303.681; 3525.005; 1815.463; 219.9246; 303.6817; 3525.005; 1815.466; 
7; 17.07.13 18:09:18; 42.9; 219.924; 303.716; 3524.996; 1816.248; 219.9248; 303.7162; 3524.996; 1816.249; 
7; 17.07.13 18:09:24; 42.9; 219.939; 303.697; 3525.015; 1815.482; 219.9396; 303.6974; 3525.015; 1815.484; 
7; 17.07.13 18:09:30; 43; 219.936; 303.719; 3525.011; 1816.059; 219.9362; 303.7194; 3525.011; 1816.06; 
7; 17.07.13 18:09:37; 43; 219.843; 303.634; 3524.936; 1816.238; 219.8433; 303.6349; 3524.937; 1816.239; 
7; 17.07.13 18:09:45; 43.1; 219.858; 303.638; 3524.931; 1815.99; 219.8587; 303.6388; 3524.931; 1815.993; 
7; 17.07.13 18:09:52; 43.1; 219.83; 303.61; 3524.911; 1815.975; 219.8307; 303.6104; 3524.912; 1815.977; 
7; 17.07.13 18:09:58; 43.1; 219.815; 303.591; 3524.913; 1815.893; 219.815; 303.5915; 3524.914; 1815.894; 
7; 17.07.13 18:10:05; 43.1; 219.813; 303.591; 3524.904; 1815.927; 219.8132; 303.591; 3524.904; 1815.929; 
7; 17.07.13 18:10:11; 43.1; 219.803; 303.609; 3524.892; 1816.552; 219.8038; 303.6091; 3524.892; 1816.553; 
7; 17.07.13 18:10:18; 43.1; 220.003; 303.778; 3525.077; 1815.879; 220.0037; 303.779; 3525.077; 1815.881; 
7; 17.07.13 18:10:26; 43.1; 220.02; 303.797; 3525.088; 1815.921; 220.0205; 303.7975; 3525.088; 1815.923; 
7; 17.07.13 18:10:33; 43.2; 220.061; 303.846; 3525.122; 1816.092; 220.062; 303.8475; 3525.123; 1816.12; 
7; 17.07.13 18:10:39; 43.2; 220.089; 303.858; 3525.146; 1815.76; 220.0891; 303.8588; 3525.146; 1815.763; 
7; 17.07.13 18:10:45; 43.2; 220.075; 303.855; 3525.135; 1815.995; 220.0758; 303.8557; 3525.135; 1815.996; 
7; 17.07.13 18:10:52; 43.2; 219.899; 303.663; 3524.986; 1815.603; 219.8996; 303.6631; 3524.987; 1815.605; 
7; 17.07.13 18:10:58; 43.2; 219.856; 303.63; 3524.945; 1815.834; 219.8566; 303.6302; 3524.945; 1815.836; 
7; 17.07.13 18:11:05; 43.3; 219.818; 303.607; 3524.914; 1816.185; 219.8186; 303.6079; 3524.914; 1816.186; 
7; 17.07.13 18:11:11; 43.3; 219.804; 303.59; 3524.893; 1816.117; 219.8042; 303.5903; 3524.894; 1816.118; 
7; 17.07.13 18:11:18; 43.3; 219.814; 303.616; 3524.899; 1816.486; 219.8145; 303.6167; 3524.899; 1816.485; 
7; 17.07.13 18:11:24; 43.3; 219.822; 303.6; 3524.923; 1815.945; 219.8221; 303.601; 3524.923; 1815.947; 
7; 17.07.13 18:11:31; 43.3; 219.773; 303.581; 3524.879; 1816.587; 219.7738; 303.581; 3524.879; 1816.588; 
7; 17.07.13 18:11:37; 43.4; 219.781; 303.582; 3524.867; 1816.465; 219.7812; 303.5826; 3524.868; 1816.465; 
7; 17.07.13 18:11:44; 43.4; 219.787; 303.572; 3524.883; 1816.073; 219.7878; 303.5722; 3524.883; 1816.074; 
7; 17.07.13 18:11:50; 43.4; 219.798; 303.608; 3524.892; 1816.661; 219.798; 303.6082; 3524.892; 1816.662; 
7; 17.07.13 18:11:56; 43.4; 219.8; 303.601; 3524.894; 1816.446; 219.801; 303.6017; 3524.894; 1816.446; 
7; 17.07.13 18:12:03; 43.4; 219.797; 303.602; 3524.889; 1816.552; 219.7974; 303.6028; 3524.889; 1816.552; 
7; 17.07.13 18:12:09; 43.5; 219.803; 303.609; 3524.896; 1816.563; 219.8036; 303.6094; 3524.896; 1816.562; 
7; 17.07.13 18:12:16; 43.5; 219.952; 303.761; 3525.031; 1816.645; 219.9523; 303.7615; 3525.031; 1816.646; 
7; 17.07.13 18:12:22; 43.6; 220.017; 303.792; 3525.092; 1815.877; 220.0173; 303.7925; 3525.092; 1815.877; 
7; 17.07.13 18:12:29; 43.6; 219.998; 303.804; 3525.071; 1816.561; 219.9987; 303.804; 3525.071; 1816.561; 
7; 17.07.13 18:12:35; 43.6; 220.029; 303.795; 3525.1; 1815.687; 220.0292; 303.7959; 3525.1; 1815.687; 
7; 17.07.13 18:12:42; 43.6; 219.857; 303.656; 3524.977; 1816.397; 219.8577; 303.6568; 3524.977; 1816.397; 
7; 17.07.13 18:12:48; 43.6; 219.816; 303.639; 3524.909; 1816.967; 219.8161; 303.6397; 3524.909; 1816.966; 
7; 17.07.13 18:12:54; 43.6; 219.986; 303.76; 3525.061; 1815.848; 219.9868; 303.7607; 3525.062; 1815.848; 
7; 17.07.13 18:13:01; 43.6; 219.839; 303.631; 3524.94; 1816.236; 219.8394; 303.631; 3524.941; 1816.234; 
7; 17.07.13 18:13:07; 43.7; 219.816; 303.618; 3524.913; 1816.465; 219.8165; 303.6181; 3524.914; 1816.464; 
7; 17.07.13 18:13:14; 43.7; 219.793; 303.587; 3524.897; 1816.293; 219.7931; 303.5873; 3524.897; 1816.293; 
7; 17.07.13 18:13:20; 43.7; 219.809; 303.592; 3524.897; 1816.038; 219.8098; 303.5923; 3524.898; 1816.036; 
7; 17.07.13 18:13:27; 43.8; 219.767; 303.581; 3524.854; 1816.748; 219.7674; 303.5813; 3524.855; 1816.749; 
7; 17.07.13 18:13:33; 43.8; 219.754; 303.56; 3524.854; 1816.552; 219.7549; 303.5604; 3524.855; 1816.552; 
7; 17.07.13 18:13:40; 43.8; 219.735; 303.539; 3524.842; 1816.51; 219.7357; 303.5396; 3524.843; 1816.51; 
7; 17.07.13 18:13:46; 43.8; 219.661; 303.463; 3524.785; 1816.459; 219.6617; 303.4637; 3524.785; 1816.46; 
7; 17.07.13 18:13:53; 43.8; 219.669; 303.472; 3524.768; 1816.494; 219.6695; 303.4725; 3524.768; 1816.494; 
7; 17.07.13 18:13:59; 43.8; 219.668; 303.477; 3524.772; 1816.637; 219.6686; 303.4779; 3524.773; 1816.636; 
7; 17.07.13 18:14:05; 43.9; 219.674; 303.477; 3524.768; 1816.505; 219.6744; 303.4777; 3524.769; 1816.505; 
7; 17.07.13 18:14:12; 43.8; 219.661; 303.472; 3524.75; 1816.683; 219.6612; 303.4722; 3524.75; 1816.682; 
7; 17.07.13 18:14:18; 43.9; 219.648; 303.457; 3524.756; 1816.63; 219.6487; 303.4578; 3524.757; 1816.63; 
7; 17.07.13 18:14:25; 43.9; 219.69; 303.484; 3524.792; 1816.271; 219.6909; 303.484; 3524.792; 1816.27; 
7; 17.07.13 18:14:31; 43.9; 219.664; 303.466; 3524.775; 1816.455; 219.6647; 303.4662; 3524.776; 1816.455; 
7; 17.07.13 18:14:38; 43.9; 219.795; 303.6; 3524.879; 1816.539; 219.7956; 303.6001; 3524.879; 1816.538; 
7; 17.07.13 18:14:44; 43.9; 219.856; 303.64; 3524.942; 1816.064; 219.8565; 303.6402; 3524.943; 1816.064; 
7; 17.07.13 18:14:51; 43.9; 219.818; 303.63; 3524.901; 1816.705; 219.8182; 303.63; 3524.901; 1816.705; 
7; 17.07.13 18:14:57; 43.9; 219.819; 303.618; 3524.902; 1816.427; 219.8191; 303.6187; 3524.903; 1816.428; 
7; 17.07.13 18:15:04; 43.9; 219.838; 303.619; 3524.937; 1815.996; 219.8381; 303.6191; 3524.937; 1815.996; 
7; 17.07.13 18:15:10; 43.9; 219.842; 303.634; 3524.933; 1816.254; 219.8425; 303.6347; 3524.933; 1816.255; 
7; 17.07.13 18:15:16; 43.9; 219.881; 303.659; 3524.97; 1815.921; 219.8818; 303.6591; 3524.97; 1815.92; 
7; 17.07.13 18:15:23; 44; 219.836; 303.655; 3524.923; 1816.884; 219.8361; 303.6559; 3524.924; 1816.883; 
7; 17.07.13 18:15:29; 44; 219.497; 303.322; 3524.62; 1816.992; 219.4973; 303.3228; 3524.621; 1816.992; 
7; 17.07.13 18:15:36; 44; 219.443; 303.271; 3524.582; 1817.052; 219.4433; 303.2719; 3524.582; 1817.052; 
7; 17.07.13 18:15:44; 44; 219.384; 303.576; 3524.544; 1825.289; 219.3844; 303.5767; 3524.544; 1825.289; 
7; 17.07.13 18:15:51; 44.1; 219.35; 303.264; 3524.482; 1819.002; 219.35; 303.2644; 3524.483; 1819.002; 
7; 17.07.13 18:15:57; 44.2; 219.574; 303.465; 3524.686; 1818.491; 219.5746; 303.466; 3524.686; 1818.492; 
7; 17.07.13 18:16:04; 44.3; 219.636; 303.505; 3524.76; 1817.97; 219.6369; 303.5056; 3524.761; 1817.969; 
7; 17.07.13 18:16:10; 44.4; 219.397; 303.316; 3524.542; 1819.1; 219.3975; 303.3166; 3524.542; 1819.1; 
7; 17.07.13 18:16:17; 44.6; 219.422; 303.315; 3524.565; 1818.499; 219.4226; 303.3151; 3524.565; 1818.499; 
7; 17.07.13 18:16:23; 44.7; 219.594; 303.48; 3524.728; 1818.364; 219.594; 303.4803; 3524.729; 1818.364; 
7; 17.07.13 18:16:29; 44.8; 219.405; 303.316; 3524.568; 1818.908; 219.4057; 303.3167; 3524.569; 1818.907; 
7; 17.07.13 18:16:36; 44.9; 219.418; 303.322; 3524.582; 1818.745; 219.4181; 303.3219; 3524.583; 1818.744; 
7; 17.07.13 18:16:42; 45; 219.388; 303.312; 3524.543; 1819.209; 219.388; 303.3122; 3524.543; 1819.211; 
7; 17.07.13 18:16:49; 45.1; 219.563; 303.471; 3524.675; 1818.855; 219.5636; 303.4711; 3524.676; 1818.857; 
7; 17.07.13 18:16:55; 45.2; 219.59; 303.51; 3524.723; 1819.133; 219.5902; 303.5105; 3524.723; 1819.135; 
7; 17.07.13 18:17:02; 45.3; 219.639; 303.503; 3524.759; 1817.875; 219.6394; 303.5038; 3524.76; 1817.875; 
7; 17.07.13 18:17:08; 45.4; 219.619; 303.509; 3524.746; 1818.44; 219.6196; 303.509; 3524.746; 1818.44; 
7; 17.07.13 18:17:15; 45.5; 219.606; 303.516; 3524.737; 1818.906; 219.606; 303.5162; 3524.737; 1818.907; 
7; 17.07.13 18:17:21; 45.6; 219.642; 303.523; 3524.767; 1818.249; 219.642; 303.523; 3524.768; 1818.25; 
7; 17.07.13 18:17:28; 45.8; 219.621; 303.532; 3524.735; 1818.943; 219.6212; 303.5326; 3524.735; 1818.945; 
7; 17.07.13 18:17:34; 45.9; 219.637; 303.524; 3524.755; 1818.392; 219.6378; 303.525; 3524.756; 1818.393; 
7; 17.07.13 18:17:40; 45.9; 219.612; 303.509; 3524.736; 1818.61; 219.6127; 303.5096; 3524.736; 1818.611; 
7; 17.07.13 18:17:47; 46; 219.612; 303.506; 3524.722; 1818.551; 219.6129; 303.5069; 3524.722; 1818.552; 
7; 17.07.13 18:17:53; 46.1; 219.412; 303.337; 3524.567; 1819.218; 219.4127; 303.3373; 3524.567; 1819.221; 
7; 17.07.13 18:18:00; 46.2; 219.531; 303.447; 3524.662; 1819.032; 219.5319; 303.4477; 3524.663; 1819.033; 
7; 17.07.13 18:18:06; 46.3; 219.505; 303.441; 3524.639; 1819.492; 219.5059; 303.4419; 3524.64; 1819.492; 
7; 17.07.13 18:18:15; 46.4; 219.369; 303.281; 3524.529; 1818.923; 219.3698; 303.2815; 3524.528; 1818.923; 
7; 17.07.13 18:18:21; 46.6; 219.281; 303.248; 3524.426; 1820.202; 219.2813; 303.2489; 3524.426; 1820.202; 
7; 17.07.13 18:18:28; 46.6; 219.482; 303.406; 3524.635; 1819.214; 219.4821; 303.4064; 3524.636; 1819.214; 
7; 17.07.13 18:18:34; 46.8; 219.327; 303.27; 3524.506; 1819.612; 219.3278; 303.2703; 3524.504; 1819.614; 
7; 17.07.13 18:18:41; 46.8; 219.257; 303.244; 3524.418; 1820.626; 219.2579; 303.2446; 3524.419; 1820.625; 
7; 17.07.13 18:18:47; 46.9; 219.25; 303.223; 3524.391; 1820.34; 219.2504; 303.2239; 3524.391; 1820.339; 
7; 17.07.13 18:18:53; 47; 219.233; 303.217; 3524.413; 1820.546; 219.2339; 303.2176; 3524.413; 1820.546; 
7; 17.07.13 18:19:00; 47.1; 219.286; 303.225; 3524.443; 1819.554; 219.2863; 303.2256; 3524.443; 1819.553; 
7; 17.07.13 18:19:06; 47.2; 219.446; 303.369; 3524.61; 1819.18; 219.4464; 303.3695; 3524.61; 1819.179; 
7; 17.07.13 18:19:13; 47.2; 219.465; 303.42; 3524.614; 1819.903; 219.4657; 303.4202; 3524.614; 1819.903; 
7; 17.07.13 18:19:19; 47.4; 219.315; 303.253; 3524.492; 1819.5; 219.3157; 303.2531; 3524.493; 1819.499; 
7; 17.07.13 18:19:26; 47.4; 219.246; 303.21; 3524.44; 1820.102; 219.2464; 303.2108; 3524.44; 1820.101; 
7; 17.07.13 18:19:32; 47.6; 219.245; 303.195; 3524.423; 1819.784; 219.2456; 303.1956; 3524.424; 1819.783; 
7; 17.07.13 18:19:41; 47.6; 219.435; 303.362; 3524.605; 1819.262; 219.4359; 303.3626; 3524.605; 1819.261; 
7; 17.07.13 18:19:47; 47.8; 219.217; 303.195; 3524.41; 1820.418; 219.2176; 303.1959; 3524.41; 1820.417; 
